0
"[0.9751442626548636, 37.92789701945888, 27.35552352004632]"
"[0.9728388594727283, 39.64783149080706, 27.97697616279083]"
"[0.9743215974965378, 38.55044882021007, 26.78964575191779]"
""
""
""
""
""
