validations_per_hour,validations_per_hour_predicted
0,1.27
0,1.27
0,2.83
0,2.83
0,1.27
0,1.27
0,14.72
0,11.28
0,12.04
0,4.35
0,0.87
0,1.27
0,1.21
0,0.92
0,0.92
41,41.8625
57,47.8325
663,500.47
1360,1373.91
1249,1198.94
851,665.35
787,585.79
733,568.06
872,680.0
906,863.26
878,751.98
750,668.07
913,818.64
1418,1316.13
1738,1741.26
1648,1598.98
1164,1087.68
710,598.02
550,478.91
466,435.9
143,41.8625
42,79.53333333333335
51,52.77416666666667
399,529.23
1077,1352.34
993,1198.16
605,727.43
618,589.24
516,553.92
554,718.41
766,766.69
767,773.84
836,685.65
958,824.79
1122,1369.25
1251,1730.99
1161,1603.3
926,1120.77
569,638.5
370,508.71
426,430.83
195,79.53333333333335
37,83.04549999999999
26,40.308
212,322.78
335,732.32
345,612.92
301,394.41
291,343.83
319,336.66
257,365.56
249,400.63
169,466.89
277,344.32
308,487.27
396,661.7
415,787.23
438,719.22
333,624.04
202,419.18
228,396.48
192,229.38
85,83.04549999999999
10,50.2125
21,52.36
197,412.31
454,874.8
502,910.95
355,716.25
340,520.27
358,513.31
366,657.4
491,757.8
535,672.4
513,647.77
605,657.12
634,772.91
737,755.26
711,730.48
624,646.42
442,493.73
321,477.43
527,416.13
162,50.2125
7,73.1575
21,54.47
168,186.32
280,411.5
331,412.22
260,349.29
339,235.84
327,282.73
330,363.87
330,377.06
364,395.51
317,365.87
367,417.02
462,502.35
556,659.6
672,641.8
471,596.28
557,466.2
369,421.52
216,226.31
96,73.1575
11,39.5
53,40.22
642,441.34
1399,1210.35
1318,1082.56
943,643.64
808,612.6
726,489.31
938,607.08
955,681.85
974,645.64
802,597.47
941,701.55
1426,1218.3
1790,1602.76
1622,1490.53
1058,1069.89
699,552.9
437,470.22
540,352.5
160,39.5
46,96.07
19,73.205
179,592.24
477,1420.14
447,1291.63
457,828.21
514,646.79
410,616.23
339,733.25
493,866.46
604,859.4
515,708.84
827,833.58
1268,1398.51
1595,1754.93
1403,1652.46
1034,1136.25
585,637.74
485,528.51
398,403.22
145,96.07
21,82.9225
79,64.89
680,537.78
1382,1429.53
1118,1199.55
963,757.72
813,640.14
641,621.49
868,738.28
923,841.47
1000,846.15
783,726.53
936,862.1
1505,1374.45
1904,1768.52
1575,1595.79
1030,1108.33
688,639.73
478,525.89
486,419.89
151,82.9225
41,99.20666666666668
62,77.07
702,603.4
1321,1408.44
1321,1300.82
799,865.06
813,644.06
699,652.35
851,826.68
877,911.75
830,850.12
754,781.98
998,863.89
1390,1378.81
1670,1790.78
1558,1747.67
1102,1110.43
600,631.99
471,534.26
439,413.8
128,99.20666666666668
23,85.3205
72,45.608000000000004
730,376.48
1249,772.56
1156,754.74
894,438.44
840,359.71
713,357.14
826,361.21
895,404.63
863,468.42
720,461.53
999,537.11
1507,771.66
1694,916.99
1505,770.06
1265,603.64
804,500.88
518,419.45
455,258.54
164,85.3205
23,65.4325
28,56.87
439,405.06
759,879.2
1022,981.47
674,742.75
568,532.27
581,517.73
722,691.03
882,841.39
749,820.08
735,688.59
758,664.26
805,789.16
813,774.7
876,767.26
696,638.98
464,523.77
376,457.38
577,487.75
172,65.4325
33,40.24
9,40.24
37,62.21
173,234.91
376,496.72
390,445.64
290,385.68
299,300.23
368,360.17
368,384.47
388,409.69
411,420.39
401,387.5
397,438.36
548,606.48
665,743.83
487,705.24
452,588.46
436,502.45
320,418.53
136,230.91
106,40.24
