0
"[0.9566804277938067, 48.29120407112841, 28.10721804835924]"
"[0.941884923361275, 55.93328955763888, 29.95995803529372]"
"[0.9607853388679307, 45.94626231139713, 27.4866494571922]"
""
""
""
""
""
