0
"[0.8877039344999892, 5.516084174566262, 3.5390329218107]"
"[0.8553150829372134, 6.261238464197999, 3.8937968239187826]"
"[0.88286044607381, 5.6337866669124645, 3.3780161127873254]"
"[0.8938676960778416, 5.362563041345713, 3.39128910801133]"
""
""
""
""
