0
"[0.9725661060837193, 39.26350875670107, 26.50880233756373]"
"[0.9697988373150487, 41.196205069170645, 27.213222718944557]"
"[0.9731058959479268, 38.87531493750084, 26.87525816249051]"
""
""
""
""
""
