0
"[0.9059150798386483, 5.858606500958016, 3.534415094339623]"
"[0.877477995924697, 6.685615018583167, 3.906353020315092]"
"[0.8378183107472492, 7.691928323138956, 3.687774396545353]"
"[0.8932497201331929, 6.240491988193866, 3.5437796656398413]"
""
""
""
""
