validations_per_hour,validations_per_hour_predicted
0,27.193333333333335
0,55.12
0,48.23
0,45.6
0,48.75
0,45.92
0,44.21
0,53.88
0,48.49
0,46.45
0,57.06
0,51.74
0,49.63
0,50.95
0,46.46
0,44.54
0,53.4
0,48.37
0,45.66
0,87.87
0,81.37
0,78.95
0,53.46
0,47.82
0,45.78
3,49.75
124,35.73
196,244.56
275,249.87
198,246.5
267,249.14
210,241.0
290,242.55
267,243.51
154,239.24
246,245.69
281,246.68
309,244.97
326,252.86
300,255.54
374,248.24
311,244.5
308,229.34
182,205.02
86,32.96333333333334
23,33.303333333333335
9,54.38
118,340.79
284,674.58
321,697.82
273,375.13
228,357.44
176,406.82
165,424.29
173,459.0
200,411.97
241,410.24
280,538.84
388,689.4
377,805.09
310,685.04
292,291.34
160,231.0
159,187.93
277,236.48
98,33.303333333333335
39,28.053333333333335
52,52.86
447,367.65
972,672.41
1103,698.31
606,370.66
400,360.45
427,416.63
437,425.25
543,460.17
481,436.89
530,436.49
637,536.1
985,701.23
1233,797.73
846,674.22
421,309.73
153,238.77
120,205.19
197,240.97
84,28.053333333333335
14,27.703333333333333
54,55.17
438,373.74
916,678.92
976,717.99
604,367.91
436,365.21
428,422.43
386,429.96
539,474.25
445,435.29
520,437.98
643,546.78
957,709.05
1238,798.06
938,680.55
415,309.15
176,241.4
166,202.21
199,243.1
96,27.703333333333333
27,26.823333333333334
61,48.72
503,365.11
898,686.5
946,711.94
601,360.93
347,348.21
381,390.34
402,400.68
544,473.07
490,432.23
484,436.41
691,543.55
912,711.46
1299,804.07
988,680.82
429,306.47
199,242.34
160,182.98
183,241.38
110,26.823333333333334
29,29.563333333333336
56,52.0
510,375.4
992,684.4
1111,727.13
616,373.24
437,369.76
371,424.87
408,428.31
583,483.7
528,435.04
581,446.24
719,556.21
1067,727.63
1172,777.13
931,656.08
497,400.69
213,249.82
166,214.93
211,250.13
119,29.563333333333336
30,89.34416666666667
39,84.04
348,244.87
704,245.13
830,345.78
616,315.66
496,247.98
398,241.13
500,242.98
597,243.58
496,240.56
525,245.87
610,248.59
660,245.81
497,263.53
493,250.28
507,240.86
300,231.8
241,108.01
394,236.55
159,89.34416666666667
53,37.85
9,45.55
117,29.88
252,240.18
267,245.8
234,241.35
247,244.79
207,236.49
226,240.77
314,237.15
178,234.61
255,243.38
287,241.88
348,239.81
348,247.19
283,247.71
354,242.05
318,244.74
253,228.1
164,199.7
100,37.85
29,51.04416666666666
51,52.8
506,345.46
989,693.37
952,719.06
591,369.66
465,353.72
422,413.54
431,431.18
539,463.3
468,426.69
499,414.61
667,551.13
969,707.13
1236,809.64
895,682.12
395,291.24
192,231.49
174,186.67
198,236.23
89,51.04416666666666
12,46.1325
56,52.24
528,367.31
987,692.03
1005,706.74
600,367.89
395,356.93
406,409.92
424,424.89
537,482.79
495,430.26
493,441.38
658,544.15
890,708.33
1349,802.56
939,671.62
382,319.9
203,238.92
143,191.81
215,239.54
100,46.1325
25,32.63333333333333
45,57.47
543,371.77
983,694.35
894,715.13
551,376.17
411,361.73
415,410.34
443,422.28
522,489.72
506,430.47
448,438.15
775,566.32
973,716.68
1309,803.4
923,678.9
463,319.32
184,239.65
136,194.11
246,241.16
101,32.63333333333333
27,50.08249999999999
53,48.69
53,48.69
503,370.34
503,370.34
920,693.52
920,693.52
1026,711.07
1026,711.07
582,367.09
582,367.09
395,346.97
395,346.97
394,395.07
394,395.07
433,395.1
433,395.1
517,476.71
517,476.71
454,436.36
454,436.36
529,435.95
529,435.95
661,572.01
661,572.01
930,714.52
930,714.52
1219,806.98
1219,806.98
882,677.37
882,677.37
486,316.86
486,316.86
225,240.87
225,240.87
151,167.24
151,167.24
246,240.61
246,240.61
115,50.08249999999999
115,50.08249999999999
30,32.943333333333335
30,32.943333333333335
29,80.39
306,197.14
561,212.8
776,247.35
610,243.43
443,154.25
426,168.33
506,153.2
547,167.59
458,183.51
453,176.79
619,193.88
578,212.65
556,249.12
453,239.78
476,263.35
279,180.51
168,103.98
359,218.42
195,99.59333333333332
45,31.513333333333335
6,47.23
133,29.74
188,239.25
232,245.38
214,240.13
222,245.04
292,234.68
284,240.12
314,237.77
260,235.33
265,244.57
336,242.96
206,239.94
190,248.83
154,251.55
244,242.03
183,241.65
180,218.84
194,207.79
99,31.513333333333335
