validations_per_hour,validations_per_hour_predicted
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.49
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
2,10.230666666666668
20,9.78
213,198.16
414,570.92
410,537.58
222,328.38
254,333.4
278,355.07
260,382.11
284,392.26
267,367.66
296,402.41
336,409.42
358,640.52
518,691.32
337,535.07
227,290.34
121,163.85
81,45.56
73,50.02
23,10.230666666666668
11,10.236666666666666
28,9.39
203,192.77
443,577.1
401,534.42
256,198.96
252,325.47
247,384.54
225,385.91
281,420.5
244,348.41
252,412.02
297,517.26
418,663.23
482,685.96
330,511.22
255,292.87
103,162.25
91,45.83
61,48.14
37,10.236666666666666
10,10.08
25,10.47
233,294.65
482,587.02
486,556.41
231,334.52
275,336.94
296,352.28
274,387.69
307,426.65
283,378.05
330,423.64
330,536.44
453,669.81
532,673.66
333,531.4
192,299.64
116,164.29
98,46.38
78,48.24
23,10.08
14,12.266666666666666
7,8.96
114,79.3
238,419.38
243,538.85
205,322.59
140,337.16
150,340.4
151,334.52
205,419.61
158,337.5
192,337.9
203,339.52
242,417.56
186,387.59
175,347.14
148,299.66
88,166.63
98,46.29
73,48.89
39,12.266666666666666
14,9.96
59,44.75
162,57.2
149,51.48
68,54.71
77,53.9
57,55.51
48,54.76
71,51.83
58,50.11
61,55.13
148,64.84
111,65.86
94,63.71
114,53.81
77,56.82
58,56.17
64,47.4
44,49.06
25,9.96
8,5.486666666666666
26,6.096666666666668
209,166.9
435,570.41
452,544.81
269,202.81
367,333.4
290,326.33
310,335.05
341,415.2
312,334.04
317,420.28
360,531.16
440,634.87
560,690.97
348,551.11
225,317.14
102,164.0
84,45.91
63,49.94
20,5.486666666666666
3,3.76
26,4.93
288,272.0
445,593.16
452,585.36
233,338.49
254,338.22
289,389.79
290,389.32
249,420.27
265,383.8
258,420.14
357,524.82
405,649.45
460,677.12
334,528.69
222,325.34
116,167.34
83,45.06
57,49.99
34,3.76
4,3.73
28,4.62
205,199.15
386,590.96
444,546.49
266,325.29
216,333.21
252,392.03
255,391.45
309,379.2
270,365.77
275,391.07
355,410.54
386,632.35
455,704.65
339,550.56
168,313.25
100,167.98
89,45.31
56,50.0
37,3.73
11,7.116666666666667
29,4.49
212,193.29
396,591.95
471,603.07
247,326.03
225,325.4
242,386.78
266,386.64
295,420.42
298,385.3
274,420.22
370,524.98
406,655.69
501,701.04
318,536.83
195,302.78
109,162.41
81,45.47
87,47.45
30,7.116666666666667
8,6.566666666666667
2,4.96
103,288.57
152,590.65
185,629.66
91,334.61
104,335.59
83,371.93
81,387.84
105,422.45
95,379.33
110,427.54
149,536.99
115,666.83
197,676.47
122,542.13
104,292.26
75,164.47
74,45.61
39,50.47
32,6.566666666666667
7,7.816666666666666
3,2.33
109,80.26
286,425.51
226,536.71
170,332.73
118,336.38
131,340.03
102,341.71
186,426.49
143,336.79
170,333.38
245,337.4
220,419.72
197,390.79
135,374.94
119,297.59
100,188.11
54,44.72
84,48.31
32,7.816666666666666
14,4.26
1,0.49
51,31.69
122,36.02
100,34.78
63,34.76
74,34.64
53,34.64
44,34.92
77,35.88
61,32.86
122,48.34
106,56.09
83,55.66
97,56.07
95,52.66
83,47.84
41,50.39
49,36.92
55,4.29
37,4.26
5,3.556666666666666
28,5.516666666666667
202,290.96
411,577.83
402,584.6
202,330.03
251,323.96
290,337.09
299,341.63
307,411.19
232,329.97
263,419.32
307,530.42
460,648.01
448,715.22
313,554.71
218,294.69
109,160.28
57,44.96
62,50.16
26,3.556666666666666
1,3.746666666666666
28,4.38
224,295.54
412,639.47
418,648.32
282,337.3
275,335.55
288,368.02
234,388.0
250,395.66
243,380.84
281,420.74
277,525.66
404,669.05
526,698.56
339,551.22
186,320.27
105,169.12
81,44.62
58,48.39
25,3.746666666666666
3,4.1866666666666665
27,5.516666666666667
224,291.11
383,600.22
443,608.49
243,325.56
240,328.81
224,335.47
252,366.05
230,382.09
215,346.72
267,393.29
312,405.58
444,654.96
496,719.18
313,554.55
198,287.35
104,168.17
70,44.27
71,50.09
27,4.1866666666666665
9,6.646666666666667
29,4.67
212,296.84
381,649.83
441,656.9
269,325.96
293,326.66
240,365.38
186,391.96
221,421.11
232,385.18
231,418.89
322,528.37
369,659.62
494,708.02
356,556.43
208,291.47
102,161.16
72,44.76
60,48.82
30,6.646666666666667
8,7.25
27,5.16
224,299.01
378,600.28
340,635.58
250,328.4
231,334.2
251,366.0
247,389.86
281,422.61
272,382.6
298,424.81
331,531.77
489,669.54
477,706.91
318,557.47
226,297.01
113,165.43
88,45.78
64,51.77
29,7.25
7,6.803333333333334
5,4.876666666666666
132,132.64
252,424.33
284,593.91
223,400.01
140,337.46
129,335.07
136,347.26
192,421.81
149,333.94
180,332.29
220,339.01
208,417.28
196,396.42
190,351.58
154,298.01
89,161.85
81,47.8
71,49.05
21,6.803333333333334
16,4.74
2,0.45
76,17.68
155,33.25
131,32.95
73,32.65
57,32.53
39,32.53
53,32.81
66,33.69
69,32.26
69,41.14
132,51.59
108,58.24
104,58.34
100,56.94
80,49.65
48,51.15
45,31.73
43,4.96
29,4.74
