validations_per_hour,validations_per_hour_predicted
0,0.14
0,0.14
0,0.14
0,0.14
0,0.14
0,0.14
0,0.14
0,0.14
0,0.14
0,0.14
0,0.14
0,0.14
0,0.14
0,0.14
0,0.14
0,16.26
0,0.14
0,0.14
0,0.14
0,0.14
0,0.14
0,0.14
0,0.14
0,0.14
0,0.14
0,0.14
0,0.14
0,0.14
0,0.14
0,0.14
0,0.14
0,0.14
0,0.14
0,0.14
0,0.14
0,0.14
0,0.14
2,15.897
20,17.003666666666664
213,177.37
414,309.37
410,330.4
222,252.83
254,229.7
278,230.47
260,189.42
284,205.31
267,229.38
296,254.39
336,302.11
358,307.57
518,477.77
337,303.72
227,178.05
121,108.28
81,103.4
73,74.96
23,15.897
11,21.08366666666667
28,20.855333333333334
203,184.1
443,296.84
401,318.08
256,256.71
252,248.8
247,251.7
225,246.21
281,234.54
244,247.16
252,263.04
297,292.7
418,304.63
482,482.54
330,302.36
255,183.09
103,108.58
91,66.09
61,66.04
37,21.08366666666667
10,19.008333333333333
25,19.88
233,187.07
482,290.45
486,310.55
231,260.61
275,250.0
296,253.83
274,243.01
307,237.39
283,246.21
330,265.19
330,299.6
453,310.23
532,438.22
333,303.25
192,184.43
116,107.29
98,73.86
78,73.5
23,19.008333333333333
14,16.913333333333334
7,21.11
114,104.63
238,241.9
243,241.72
205,173.48
140,97.26
150,97.51
151,160.68
205,160.37
158,165.76
192,160.75
203,188.97
242,190.51
186,228.21
175,176.39
148,124.92
88,108.61
98,103.53
73,100.84
39,16.913333333333334
14,20.49366666666667
59,70.84
162,100.03
149,103.36
68,70.34
77,65.52
57,59.62
48,60.27
71,61.91
58,61.71
61,71.66
148,113.76
111,111.87
94,111.34
114,112.57
77,107.82
58,54.11
64,71.38
44,63.02
25,20.49366666666667
8,12.193333333333335
26,18.403333333333332
209,189.34
435,341.12
452,369.05
269,251.99
367,243.94
290,249.23
310,239.93
341,233.02
312,242.95
317,262.11
360,294.58
440,345.01
560,515.13
348,346.69
225,190.41
102,113.71
84,103.4
63,75.06
20,12.193333333333335
3,15.41
26,18.24
288,191.19
445,346.0
452,372.88
233,255.34
254,248.16
289,252.77
290,243.99
249,243.94
265,245.86
258,248.22
357,290.65
405,357.45
460,460.21
334,343.85
222,185.91
116,107.77
83,70.5
57,74.78
34,15.41
4,16.163666666666664
28,17.440333333333335
205,190.34
386,344.51
444,371.64
266,241.07
216,191.98
252,187.35
255,186.92
309,190.59
270,199.48
275,241.12
355,290.86
386,362.97
455,501.66
339,323.19
168,190.81
100,110.81
89,83.12
56,73.34
37,16.163666666666664
11,18.912333333333333
29,19.574
212,189.09
396,340.79
471,366.12
247,243.61
225,189.13
242,188.78
266,186.76
295,191.74
298,201.77
274,243.53
370,294.33
406,352.76
501,509.75
318,301.87
195,187.0
109,113.31
81,65.86
87,62.24
30,18.912333333333333
8,16.02166666666667
2,17.58833333333333
103,104.72
152,188.89
185,186.03
91,155.08
104,124.44
83,104.84
81,108.16
105,118.15
95,163.2
110,163.19
149,180.24
115,180.68
197,249.61
122,250.3
104,172.21
75,111.3
74,70.8
39,74.76
32,16.02166666666667
7,14.646666666666668
3,19.385666666666665
109,98.78
286,198.03
226,202.5
170,172.29
118,103.15
131,101.29
102,143.56
186,157.3
143,161.98
170,163.61
245,189.66
220,195.32
197,193.37
135,172.27
119,123.94
100,111.28
54,71.81
84,71.67
32,14.646666666666668
14,20.779
1,16.49833333333333
51,61.97
122,101.03
100,101.22
63,69.94
74,60.27
53,58.53
44,58.52
77,60.91
61,61.62
122,72.42
106,108.76
83,108.67
97,110.68
95,113.64
83,107.52
41,61.27
49,62.42
55,61.81
37,20.779
5,17.705
28,17.6225
202,101.85
411,200.15
402,186.46
202,153.1
251,140.81
290,102.12
299,104.45
307,124.51
232,163.84
263,160.22
307,182.46
460,184.89
448,255.23
313,239.18
218,167.59
109,110.64
57,71.26
62,72.77
26,17.705
1,21.781999999999996
28,15.57
224,190.04
412,341.74
418,363.66
282,246.6
275,198.72
288,197.7
234,193.87
250,200.39
243,207.28
281,235.54
277,275.8
404,363.94
526,489.1
339,301.84
186,180.78
105,106.46
81,72.12
58,73.67
25,21.781999999999996
3,11.123333333333335
27,15.416666666666668
224,180.39
383,342.98
443,361.77
243,230.19
240,185.4
224,190.77
252,184.13
230,196.87
215,195.73
267,243.47
312,287.79
444,367.29
496,469.1
313,307.2
198,190.37
104,111.62
70,73.35
71,74.25
27,11.123333333333335
9,21.59833333333333
29,14.673333333333332
212,179.82
381,338.81
441,366.57
269,234.33
293,183.23
240,184.3
186,185.04
221,193.82
232,200.74
231,250.93
322,291.0
369,361.49
494,473.19
356,294.58
208,186.52
102,113.85
72,64.43
60,63.97
30,21.59833333333333
8,18.651666666666667
27,16.39666666666667
224,187.31
378,301.54
340,332.56
250,244.27
231,200.59
251,193.67
247,192.68
281,214.08
272,237.05
298,262.81
331,298.69
489,352.35
477,437.2
318,300.09
226,186.6
113,111.3
88,70.25
64,73.61
29,18.651666666666667
7,17.294666666666668
5,20.79166666666667
132,94.88
252,192.01
284,200.45
223,168.74
140,104.76
129,104.95
136,110.19
192,158.63
149,163.07
180,163.06
220,191.09
208,192.61
196,177.16
190,170.92
154,171.98
89,111.16
81,70.64
71,73.31
21,17.294666666666668
16,20.207
2,16.015
76,60.65
155,99.15
131,97.4
73,65.25
57,60.13
39,59.33
53,59.25
66,60.66
69,61.94
69,72.74
132,109.12
108,109.01
104,113.11
100,110.42
80,106.74
48,61.46
45,62.38
43,61.77
29,20.207
