validations_per_hour,validations_per_hour_predicted
0,17.62983333333333
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
3,8.36
124,58.12
196,116.23
275,111.99
198,57.78
267,55.77
210,50.73
290,52.32
267,55.26
154,52.35
246,81.3
281,101.92
309,85.62
326,82.42
300,81.19
374,74.44
311,49.97
308,50.66
182,54.19
86,17.15983333333333
23,23.65
9,15.25
118,178.44
284,415.62
321,408.92
273,185.65
228,186.75
176,186.28
165,212.36
173,210.89
200,182.81
241,187.91
280,207.86
388,405.37
377,440.81
310,173.23
292,92.48
160,75.2
159,53.08
277,51.19
98,23.65
39,23.66983333333333
52,11.288000000000002
447,178.08
972,421.59
1103,422.47
606,169.65
400,169.41
427,175.01
437,171.55
543,174.81
481,172.22
530,174.47
637,331.24
985,426.45
1233,490.38
846,337.02
421,153.47
153,77.45
120,56.64
197,58.13
84,23.66983333333333
14,23.353333333333335
54,11.59
438,175.05
916,421.81
976,417.18
604,174.97
436,173.0
428,175.5
386,174.13
539,177.53
445,175.04
520,174.2
643,371.24
957,419.93
1238,504.93
938,252.16
415,152.18
176,80.94
166,57.32
199,59.31
96,23.353333333333335
27,20.200499999999998
61,15.084666666666667
503,174.45
898,418.24
946,413.4
601,175.07
347,174.38
381,175.2
402,170.99
544,176.87
490,173.83
484,176.44
691,352.55
912,422.42
1299,488.13
988,248.21
429,151.98
199,80.57
160,55.08
183,53.76
110,20.200499999999998
29,25.451333333333338
56,9.804666666666666
510,176.07
992,415.15
1111,417.71
616,173.02
437,174.21
371,173.51
408,174.17
583,176.56
528,177.51
581,196.02
719,370.35
1067,422.29
1172,503.79
931,260.4
497,154.03
213,78.63
166,53.45
211,51.01
119,25.451333333333338
30,19.781499999999998
39,8.18
348,108.73
704,214.68
830,194.48
616,148.27
496,110.05
398,109.62
500,112.3
597,147.38
496,114.51
525,143.57
610,168.3
660,166.37
497,159.23
493,153.5
507,105.43
300,87.53
241,56.46
394,54.95
159,19.781499999999998
53,17.119833333333332
9,8.33
117,62.36
252,106.26
267,109.03
234,55.85
247,52.46
207,49.07
226,53.89
314,50.1
178,49.6
255,59.43
287,102.62
348,80.39
348,80.45
283,81.74
354,59.62
318,49.39
253,53.85
164,53.97
100,17.119833333333332
29,24.971333333333334
51,10.118
506,179.52
989,421.01
952,417.43
591,192.84
465,194.77
422,193.97
431,190.96
539,191.77
468,194.23
499,185.98
667,337.8
969,423.21
1236,499.78
895,252.32
395,166.97
192,82.29
174,56.07
198,53.34
89,24.971333333333334
12,18.0965
56,11.898
528,180.99
987,422.38
1005,420.28
600,170.89
395,173.22
406,170.2
424,172.08
537,171.45
495,168.39
493,173.82
658,333.09
890,423.91
1349,491.63
939,338.75
382,148.7
203,77.08
143,53.11
215,50.6
100,18.0965
25,23.91333333333333
45,12.17
543,173.82
983,419.27
894,418.5
551,174.55
411,173.77
415,172.79
443,175.94
522,176.4
506,171.33
448,173.75
775,375.28
973,417.91
1309,502.96
923,248.36
463,150.19
184,80.41
136,53.9
246,52.6
101,23.91333333333333
27,19.227166666666662
53,16.124666666666666
53,16.124666666666666
503,173.22
503,173.22
920,391.07
920,391.07
1026,419.2
1026,419.2
582,175.33
582,175.33
395,172.44
395,172.44
394,174.52
394,174.52
433,173.88
433,173.88
517,175.88
517,175.88
454,171.54
454,171.54
529,174.19
529,174.19
661,357.69
661,357.69
930,418.89
930,418.89
1219,490.02
1219,490.02
882,252.98
882,252.98
486,150.77
486,150.77
225,80.71
225,80.71
151,53.06
151,53.06
246,53.9
246,53.9
115,19.227166666666662
115,19.227166666666662
30,19.0205
30,19.0205
29,8.02
306,105.47
561,216.06
776,193.62
610,149.31
443,107.54
426,108.16
506,107.06
547,146.55
458,105.86
453,144.96
619,168.53
578,166.92
556,159.33
453,154.2
476,103.06
279,86.01
168,56.14
359,54.85
195,18.538166666666665
45,17.061499999999995
6,8.23
133,54.08
188,111.38
232,108.33
214,54.89
222,50.35
292,52.73
284,52.71
314,50.29
260,50.11
265,65.94
336,98.82
206,81.31
190,77.63
154,78.69
244,76.01
183,50.11
180,46.63
194,52.32
99,17.061499999999995
