validations_per_hour,validations_per_hour_predicted
0,25.13666666666667
0,22.46666666666667
0,23.05
0,65.49166666666667
0,70.885
0,58.49
0,60.69
0,56.86
0,47.95
0,59.61
0,70.07
0,58.47
0,67.28666666666666
0,76.565
0,23.08
0,62.72
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
2,47.58333333333333
20,53.0
213,313.4
414,541.51
410,486.65
222,493.58
254,323.21
278,316.69
260,357.65
284,522.28
267,456.87
296,356.59
336,519.04
358,461.57
518,563.41
337,429.0
227,491.85
121,258.28
81,224.85
73,286.25
23,47.58333333333333
11,49.55333333333333
28,57.45
203,325.63
443,528.36
401,559.41
256,521.66
252,334.68
247,318.26
225,408.18
281,494.69
244,448.96
252,448.09
297,522.59
418,485.31
482,669.19
330,518.45
255,473.67
103,253.91
91,221.87
61,280.76
37,49.55333333333333
10,50.64333333333334
25,57.38
233,482.97
482,625.37
486,561.32
231,546.17
275,519.54
296,491.7
274,504.87
307,516.47
283,503.16
330,517.05
330,521.4
453,569.92
532,669.36
333,518.82
192,506.86
116,249.91
98,223.56
78,281.66
23,50.64333333333334
14,58.16
7,59.98
114,232.87
238,568.71
243,515.62
205,332.01
140,283.87
150,275.13
151,340.71
205,449.88
158,295.17
192,310.27
203,434.11
242,508.87
186,465.43
175,319.65
148,280.94
88,152.15
98,182.11
73,170.08
39,58.16
14,62.17
59,130.52
162,291.08
149,281.74
68,169.22
77,156.31
57,160.33
48,154.46
71,261.86
58,161.28
61,262.69
148,281.09
111,284.82
94,326.46
114,262.87
77,258.01
58,157.87
64,202.55
44,132.12
25,62.17
8,64.715
26,63.29
209,338.51
435,523.07
452,563.77
269,542.74
367,456.61
290,453.75
310,461.58
341,511.77
312,508.27
317,502.72
360,517.27
440,574.27
560,674.2
348,519.08
225,501.56
102,260.82
84,224.44
63,289.75
20,64.715
3,65.2875
26,64.13
288,347.16
445,519.83
452,553.95
233,537.97
254,465.11
289,343.67
290,416.29
249,520.22
265,467.21
258,451.69
357,520.94
405,571.35
460,691.45
334,518.69
222,499.82
116,254.97
83,230.13
57,286.08
34,65.2875
4,69.765
28,64.13
205,315.88
386,530.09
444,499.63
266,349.79
216,325.56
252,318.76
255,344.42
309,472.2
270,436.85
275,322.89
355,520.9
386,489.34
455,661.81
339,520.6
168,515.45
100,256.58
89,221.54
56,277.53
37,69.765
11,67.17
29,61.37
212,330.71
396,518.91
471,553.08
247,403.38
225,331.57
242,323.53
266,344.11
295,485.01
298,334.08
274,330.3
370,542.6
406,505.11
501,676.15
318,514.59
195,543.45
109,278.84
81,249.18
87,288.87
30,67.17
8,72.625
2,59.4
103,441.26
152,529.41
185,561.31
91,545.05
104,456.75
83,393.17
81,457.24
105,522.84
95,481.09
110,456.58
149,532.05
115,568.15
197,678.85
122,511.12
104,498.44
75,250.57
74,222.57
39,281.56
32,72.625
7,67.6575
3,56.06333333333333
109,229.37
286,566.47
226,516.43
170,329.61
118,272.22
131,269.07
102,334.93
186,391.09
143,297.1
170,314.06
245,348.99
220,515.2
197,467.54
135,322.96
119,281.91
100,155.09
54,169.65
84,161.36
32,67.6575
14,59.33
1,56.44
51,132.39
122,305.81
100,304.02
63,153.04
74,155.77
53,152.38
44,154.27
77,291.99
61,156.7
122,279.87
106,306.59
83,300.63
97,327.91
95,270.99
83,276.62
41,156.89
49,194.02
55,132.41
37,59.33
5,62.6
28,49.49333333333333
202,317.53
411,539.15
402,489.66
202,470.69
251,334.42
290,324.62
299,341.99
307,401.36
232,304.19
263,328.14
307,496.08
460,485.59
448,548.15
313,525.87
218,477.01
109,251.98
57,217.07
62,281.29
26,62.6
1,58.433
28,50.08333333333333
224,332.44
412,538.07
418,497.78
282,478.26
275,334.45
288,324.23
234,341.0
250,365.18
243,301.86
281,321.79
277,499.14
404,503.16
526,545.72
339,469.55
186,292.22
105,171.37
81,197.37
58,183.84
25,58.433
3,48.809333333333335
27,51.47333333333333
224,303.41
383,538.17
443,497.21
243,333.31
240,281.31
224,280.16
252,289.28
230,342.62
215,297.8
267,321.22
312,360.18
444,494.77
496,558.15
313,449.85
198,292.42
104,273.53
70,199.22
71,161.53
27,48.809333333333335
9,24.77666666666667
29,50.64333333333333
212,317.41
381,528.46
441,499.49
269,351.76
293,324.22
240,293.29
186,332.64
221,342.52
232,307.16
231,327.46
322,507.1
369,496.67
494,548.41
356,449.48
208,261.91
102,240.38
72,203.46
60,175.94
30,24.77666666666667
8,54.623000000000005
27,49.44333333333333
224,449.77
378,534.74
340,565.12
250,547.84
231,334.94
251,329.79
247,349.26
281,466.41
272,309.93
298,336.66
331,509.55
489,522.9
477,539.1
318,452.65
226,252.77
113,254.28
88,182.52
64,164.15
29,54.623000000000005
7,53.25066666666667
5,21.63
132,224.63
252,530.6
284,548.36
223,313.38
140,278.01
129,255.28
136,281.04
192,271.14
149,271.9
180,270.76
220,306.91
208,466.26
196,406.04
190,238.62
154,252.05
89,138.37
81,114.53
71,100.09
21,53.25066666666667
16,67.893
2,15.525
76,129.16
155,254.39
131,249.66
73,155.69
57,139.64
39,132.81
53,132.6
66,143.58
69,131.28
69,151.57
132,155.64
108,168.79
104,266.79
100,148.12
80,145.45
48,83.78
45,84.33
43,68.4825
29,67.893
