Linha,R2,RMSE,MAE
999,-31.58414333127736,65.82980921474709,38.163124999999994
145,-9.964968421052633,7.216896840055289,5.99
47,-4.212652500000002,2.625407327704339,1.905454545454546
138,-3.741112295081967,13.88543241434466,13.783333333333333
413,-3.2069212800000004,25.63847596874666,20.085
199,-2.0809925619834715,9.101893575881157,7.32
40,-1.4542037333333337,3.7921102304653544,1.21875
986,-0.8706656717631756,75.83156516253638,56.3575
236,-0.2516522988505747,2.10823216395701,1.479285714285714
971,-0.2114293190636951,73.5188346616022,60.51
398,-0.0234089459354343,0.9864436901547671,0.7271153846153846
33,0.09407330097087396,0.8035838841238228,0.6641176470588235
39,0.2013100215214747,2.0515544450551735,1.4319230769230769
917,0.20932148018938457,1.7919234387633893,1.388051948051948
20,0.24260310310837208,12.83383896504258,9.906774193548385
91,0.30444553437780664,6.945238741502742,5.1505882352941175
774,0.32755402492528773,25.015448303921193,18.603846153846153
762,0.3503590349702381,13.987243678980688,10.675055555555556
127,0.35273639430284853,9.794837926173154,9.021666666666667
61,0.3604562835352748,9.321819365288611,6.403720930232558
324,0.3674335681370786,9.838040151403051,5.922577319587629
665,0.3704377212229927,2.6451450721709366,1.628207547169811
900,0.3821332785601598,3.9580983637780727,2.699300699300699
690,0.40489399113316105,10.574633713837002,7.513636363636363
996,0.47361224489795917,147.28174700213194,133.61
48,0.5088597440259763,3.025812327938142,2.233780487804878
95,0.5113799756690998,0.8455332134779447,0.6722641509433963
23,0.544689070146819,1.2452255485118615,0.8626666666666668
644,0.5560807243379016,4.337452676947735,2.897364592462752
37,0.569569424895584,3.5610416652905768,1.9166129032258064
62,0.5741475350285419,1.8487337089290636,1.195918367346939
59,0.5924328820116052,1.1377810211872552,0.7793478260869565
354,0.5928800921787708,5.137298735509971,3.930212765957447
63,0.6582678942933171,4.372429837393258,2.8601219512195124
90,0.6603661644369397,1.4758477328682134,1.1065306122448981
192,0.6670100628930817,1.8190897448999046,1.3012499999999998
54,0.6722474195391355,2.319097884954406,1.6030000000000002
35,0.6775460671342732,4.766256432887726,2.983257424921188
675,0.6861449791439613,9.83914816122115,6.626730769230771
394,0.6939484509212628,5.641895448776088,4.072221180880974
299,0.6964289112704476,76.5838533933472,37.37019480045848
836,0.7033362117152115,7.838084865693928,6.056548279689234
46,0.7057736897574952,3.3776243839232976,2.062535211267605
835,0.7066758320212669,4.3578842846726085,3.050421052631579
378,0.7104968408292238,10.928118336217373,7.728559670781893
860,0.7137619665792018,4.335843961346264,3.591428571428572
64,0.713768794133623,1.3704732813613598,0.8808955223880598
831,0.7174003119334542,11.59198644169452,8.58082774049217
348,0.7204125598997106,5.601655722680843,4.106126582278481
656,0.7223807119286728,10.650411911034045,7.291195255474452
504,0.723175121090632,5.490228289121197,4.156222222222222
217,0.7261829119102339,6.454579319241243,4.557715430861724
668,0.7265230233194191,6.466723137497459,4.771798715203426
706,0.7357640998755794,19.291161751204807,14.492991646330017
634,0.7406358430319566,11.208786208459582,8.011819160387512
368,0.7451716479489328,4.36342311762936,3.209918533604888
364,0.7467499701922078,12.794465840368284,10.422982456140351
647,0.7554372041721569,10.089900359911587,7.454576877234803
34,0.7596715462118253,3.7935488558539823,2.660007411524921
358,0.7604997314259473,9.71775313155906,7.314814814814815
617,0.764922065383555,16.424467728719726,10.257108778625955
58,0.7746455947577761,1.975305883485728,1.4420689655172414
106,0.7797028205380905,9.918104452476419,6.618546511627907
365,0.7822881473107505,10.140793915460433,6.588084449021627
56,0.7841910217006407,6.758721096087766,4.5228818536878475
653,0.7844674039774981,7.695975060486931,5.484337103361608
503,0.791011585462625,5.925843962396129,4.469777777777778
615,0.7934565198397157,2.72309288929352,1.5444186046511628
