R2,RMSE,MAE,MAPE
0.9320130773989974,104.19732419397963,58.373362991838164,5.221666416083744e+18
0.9339798127721497,102.67914659359683,58.64139347401015,4.906126324302859e+18
0.8966471779900732,128.4709821559798,63.88386503934907,5.146717414667695e+18
0.8980094147477832,127.62152108907947,65.01533893557423,4.911394055814307e+18
0.9189883939804222,113.74111874028507,66.52020837540682,4.325805787812416e+18
0.9172141846043139,114.97987706502288,67.1014551763074,4.932588938184167e+18
0.8572016972131009,151.0098921760227,75.54948646125115,4.736474834993071e+18
0.380256558158548,314.59357194096106,234.54792656014433,1.523741169291057e+19
0.38106208155301036,314.38905595674913,235.0472441215811,1.5387570886150783e+19
0.38106208155301036,314.38905595674913,235.0472441215811,1.5387570886150783e+19
0.3810308128158135,314.39699732236807,235.05159346287195,1.5384349959933706e+19
-0.004452140059556076,400.50551322398604,316.2162304798325,3.0083133493002334e+19
