R2,RMSE,MAE,MAPE
0.9529847594638778,89.52789408640614,53.04658217391005,3.996263337021959e+18
0.955203883289867,87.38949335448054,55.88119411613143,3.807571934478688e+18
0.9069431518381011,125.95436049454445,63.30654802501852,5.249275351204207e+18
0.9226388101597858,114.84196321779523,66.40963594396985,4.5623306681534525e+18
0.9210165764117858,116.03981161266104,66.84166134075602,5.105616381939446e+18
0.8939782184489392,134.4425021353743,68.49004429990096,5.692759865524347e+18
0.8469206765218682,161.5464076298976,80.14155892823685,5.342803267883886e+18
0.5142778980811424,287.7616868459616,216.44556942079365,1.2586889064719192e+19
0.514284979276791,287.7595892430077,216.46031710199088,1.2585126497620972e+19
0.514284979276791,287.7595892430077,216.46031710199088,1.2585126497620972e+19
0.513871652231246,287.8820000428678,216.6207412925844,1.2561615594055918e+19
-0.0049661063520003434,413.91841202778096,346.52741791433056,3.4265974682780762e+19
