R2,RMSE,MAE,MAPE
0.9570113826014721,91.48494775175212,58.92167131371948,3.8077478521119073e+18
0.9578596663279588,90.57782555742133,60.18793440539662,3.6844281342546913e+18
0.9194956824937044,125.19370490764419,68.67955573077138,3.8962258908240865e+18
0.9364952628773167,111.19262087154537,70.02820006067343,3.4136576270643896e+18
0.9362903862992316,111.37183915251961,71.287583610947,4.122328652309944e+18
0.9095242061752444,132.72083542413915,74.19641201292632,4.1393238131073183e+18
0.8815833237183619,151.83760302713796,83.09272761263789,2.844533808388712e+18
0.47580510045686164,319.4620697487441,247.81054663207607,1.3575193474524375e+19
0.4757634637303846,319.47475691024533,247.81996634885024,1.362698821630052e+19
0.4757391393707737,319.48216857291584,247.83728225849265,1.3580836285606578e+19
0.47593382775911386,319.4228419582359,248.0924495232754,1.3535912591019268e+19
-0.00088735691818842,441.43372257186667,354.2914209287744,3.4581190463979827e+19
