R2,RMSE,MAE,MAPE
0.9558336246591158,88.59113083756458,56.664367090650984,2.437507175127809e+18
0.9515523957336789,92.78558685152348,56.923297475160894,2.809655385383147e+18
0.9389134034873376,104.18791097387654,65.78918499971357,1.697580523153606e+18
0.9456905441576233,98.23858345905678,66.08001267509314,1.5134327466829322e+18
0.9431426494541307,100.51657340102606,68.01375850823167,1.895507373196788e+18
0.9333913663189369,108.79517334979704,68.33279525597791,1.7025797183553907e+18
0.8826987190423821,144.37624531880905,81.05360336194563,6.726406310407436e+17
0.6414244975693407,252.42634193000126,202.5967901028144,3.179657102257213e+18
0.6414342092557521,252.42292353965186,202.59851265211339,3.178422426839957e+18
0.6414342092557521,252.42292353965186,202.59851265211339,3.178422426839957e+18
0.6416127387276601,252.3600751820548,202.6349650673481,3.187410733892014e+18
-0.001101712297169044,421.7775579778893,359.6998639920735,5.046910915554913e+18
