validations_per_hour,validations_per_hour_predicted
0,68.991
0,46.54
0,46.99
0,40.11
0,44.82
0,45.03
0,38.23
0,48.55
0,48.66
0,39.7
0,50.73
0,51.0
0,41.96
0,48.32
0,48.72
0,40.01
0,43.256
0,43.646
0,36.646
0,59.91
0,59.59
0,52.49
0,48.79
0,49.06
0,40.06
3,43.88
124,68.3
196,277.89
275,287.71
198,276.99
267,286.47
210,275.85
290,277.97
267,282.11
154,227.27
246,281.2
281,320.33
309,323.33
326,382.7
300,325.99
374,341.45
311,266.02
308,264.16
182,216.13
86,78.1
23,67.80850000000001
9,47.29
118,285.12
284,387.59
321,368.56
273,281.51
228,283.29
176,273.61
165,275.83
173,282.37
200,275.08
241,310.16
280,388.37
388,399.53
377,459.89
310,399.57
292,341.42
160,225.46
159,165.35
277,269.87
98,67.80850000000001
39,54.574
52,49.81
447,432.02
972,795.19
1103,822.84
606,489.78
400,424.74
427,415.74
437,445.47
543,502.0
481,473.22
530,478.5
637,567.84
985,797.33
1233,1031.18
846,783.44
421,419.28
153,202.84
120,169.4
197,260.23
84,54.574
14,41.6725
54,51.09
438,443.11
916,829.4
976,852.64
604,493.88
436,415.04
428,412.91
386,425.14
539,522.31
445,474.76
520,484.93
643,575.78
957,852.29
1238,1043.2
938,835.24
415,437.78
176,228.73
166,170.06
199,273.56
96,41.6725
27,42.7925
61,49.2875
503,429.09
898,792.91
946,807.27
601,472.69
347,410.87
381,404.41
402,423.39
544,483.79
490,460.04
484,464.07
691,574.18
912,811.41
1299,1049.26
988,781.21
429,410.86
199,221.09
160,169.0
183,269.53
110,42.7925
29,42.7765
56,44.25
510,361.92
992,595.17
1111,596.77
616,427.04
437,350.06
371,353.45
408,406.73
583,441.1
528,420.73
581,410.15
719,523.27
1067,550.46
1172,678.62
931,560.78
497,393.81
213,218.45
166,165.79
211,242.68
119,42.7765
30,66.85
39,59.26
348,394.07
704,517.41
830,703.19
616,474.1
496,417.94
398,414.61
500,425.98
597,502.18
496,441.13
525,435.08
610,463.6
660,500.72
497,503.13
493,449.17
507,419.54
300,273.63
241,255.91
394,281.7
159,66.85
53,46.845
9,43.22
117,72.7
252,281.12
267,288.88
234,284.45
247,289.64
207,277.12
226,280.95
314,284.58
178,243.86
255,290.74
287,323.97
348,319.19
348,393.97
283,329.45
354,344.71
318,287.03
253,280.97
164,274.33
100,46.845
29,65.9985
51,48.44
506,407.18
989,784.56
952,797.14
591,485.16
465,399.73
422,400.76
431,421.0
539,506.04
468,464.57
499,471.11
667,510.93
969,776.34
1236,1008.06
895,670.53
395,416.32
192,219.15
174,166.24
198,265.99
89,65.9985
12,44.26
56,50.32
528,434.29
987,807.52
1005,845.53
600,488.85
395,423.54
406,409.14
424,443.52
537,503.79
495,473.8
493,471.09
658,610.01
890,800.78
1349,1035.98
939,784.53
382,413.52
203,205.17
143,169.77
215,258.8
100,44.26
25,47.7975
45,49.9375
543,443.1
983,827.34
894,854.74
551,529.56
411,411.51
415,410.5
443,422.31
522,524.36
506,478.45
448,481.82
775,624.55
973,854.91
1309,1046.6
923,833.3
463,433.71
184,228.55
136,172.96
246,269.37
101,47.7975
27,46.0075
53,49.1575
53,49.1575
503,436.47
503,436.47
920,800.65
920,800.65
1026,806.98
1026,806.98
582,485.35
582,485.35
395,408.61
395,408.61
394,402.5
394,402.5
433,420.85
433,420.85
517,492.57
517,492.57
454,466.41
454,466.41
529,475.08
529,475.08
661,608.07
661,608.07
930,803.91
930,803.91
1219,1050.59
1219,1050.59
882,782.05
882,782.05
486,417.59
486,417.59
225,218.96
225,218.96
151,168.74
151,168.74
246,264.51
246,264.51
115,46.0075
115,46.0075
30,45.2215
30,45.2215
29,59.88
306,394.5
561,585.92
776,700.15
610,484.64
443,414.39
426,413.42
506,420.41
547,503.0
458,447.15
453,432.04
619,477.25
578,509.42
556,503.29
453,458.11
476,414.91
279,279.04
168,255.28
359,275.51
195,77.93
45,45.98
6,43.59
133,72.48
188,277.43
232,286.98
214,283.22
222,284.16
292,274.19
284,279.75
314,284.05
260,272.51
265,287.27
336,314.88
206,307.72
190,367.75
154,317.1
244,331.6
183,281.4
180,278.8
194,259.83
99,45.98
