validations_per_hour,validations_per_hour_predicted
0,41.95333333333334
0,39.27333333333333
0,39.693333333333335
0,79.27333333333333
0,76.45833333333333
0,78.37333333333333
0,68.7
0,84.78
0,84.79
0,66.21333333333332
0,77.80666666666667
0,86.28666666666668
0,74.43
0,93.34333333333332
0,63.63166666666667
0,69.47666666666667
2,41.28066666666667
20,61.406666666666666
213,416.35
414,710.8
410,659.44
222,485.51
254,430.25
278,418.56
260,449.73
284,534.86
267,476.63
296,474.53
336,572.38
358,671.45
518,831.73
337,717.06
227,532.39
121,317.76
81,287.68
73,256.15
23,41.28066666666667
11,42.596666666666664
28,64.64541666666668
203,414.22
443,730.23
401,648.51
256,457.65
252,419.48
247,424.97
225,419.61
281,531.31
244,452.92
252,424.91
297,462.08
418,670.4
482,919.57
330,714.32
255,528.44
103,283.21
91,283.77
61,267.43
37,42.596666666666664
10,40.71666666666667
25,65.45041666666667
233,431.57
482,768.65
486,724.98
231,495.64
275,450.07
296,459.41
274,465.64
307,551.42
283,480.8
330,441.19
330,486.83
453,659.79
532,893.55
333,713.24
192,527.1
116,359.67
98,284.85
78,267.77
23,40.71666666666667
14,45.01333333333334
7,64.76666666666667
114,216.75
238,519.04
243,536.76
205,400.38
140,329.23
150,329.81
151,416.9
205,471.1
158,408.79
192,370.62
203,431.5
242,439.04
186,429.49
175,383.1
148,355.88
88,210.4
98,184.56
73,181.0
39,45.01333333333334
14,58.63
59,150.42
162,288.59
149,301.58
68,227.01
77,240.6
57,236.73
48,236.17
71,293.77
58,250.74
61,265.97
148,282.55
111,272.41
94,351.24
114,294.14
77,347.7
58,229.17
64,223.01
44,165.75
25,58.63
8,44.17666666666666
26,67.50041666666667
209,448.66
435,736.9
452,716.02
269,540.44
367,484.3
290,476.13
310,548.01
341,645.02
312,543.27
317,486.79
360,589.35
440,697.52
560,990.07
348,875.82
225,657.51
102,308.66
84,302.13
63,275.6
20,44.17666666666666
3,61.09916666666667
26,74.81541666666666
288,442.9
445,697.37
452,693.05
233,502.0
254,477.59
289,469.53
290,492.97
249,646.66
265,540.94
258,485.35
357,548.24
405,669.96
460,986.53
334,725.85
222,601.67
116,308.12
83,295.51
57,275.13
34,61.09916666666667
4,56.27916666666667
28,69.70766666666667
205,431.46
386,723.53
444,710.71
266,505.41
216,463.44
252,474.03
255,500.27
309,631.82
270,544.91
275,490.27
355,591.13
386,738.42
455,974.68
339,741.74
168,590.24
100,373.28
89,301.02
56,271.68
37,56.27916666666667
11,60.4925
29,60.85166666666667
212,426.3
396,698.31
471,671.61
247,473.2
225,429.69
242,424.95
266,445.22
295,546.12
298,476.06
274,434.26
370,475.4
406,649.83
501,951.94
318,735.77
195,535.44
109,325.6
81,330.47
87,323.47
30,60.4925
8,58.55916666666667
2,69.44041666666666
103,371.47
152,590.04
185,616.6
91,451.81
104,414.31
83,412.52
81,437.34
105,452.16
95,430.37
110,420.88
149,433.96
115,617.41
197,820.57
122,651.08
104,525.57
75,356.35
74,284.87
39,270.62
32,58.55916666666667
7,49.21916666666666
3,63.25
109,219.9
286,497.28
226,537.35
170,429.33
118,365.14
131,368.32
102,445.33
186,498.71
143,436.17
170,415.2
245,457.19
220,461.79
197,465.32
135,374.38
119,358.77
100,208.63
54,201.81
84,194.09
32,49.21916666666666
14,57.8725
1,63.0
51,157.25
122,329.79
100,327.52
63,244.9
74,293.56
53,231.43
44,293.44
77,325.4
61,304.15
122,334.86
106,332.48
83,321.46
97,356.59
95,330.33
83,351.84
41,266.36
49,245.45
55,167.95
37,57.8725
