validations_per_hour,validations_per_hour_predicted
0,86.92
0,77.34
0,58.3
0,91.17
0,79.61
0,59.54
0,84.25
0,74.83
0,59.41
0,97.14000000000001
0,81.97
0,53.57
0,88.85999999999999
0,76.99
0,57.36
0,54.94
0,87.56999999999998
0,77.32
0,58.71
0,85.19533333333332
0,74.97333333333334
0,58.95666666666667
0,85.77
0,76.32
0,58.1
0,90.24
0,78.84
0,59.55
0,82.93
0,74.26
0,60.06
0,96.90000000000002
0,81.55
0,53.24
0,88.98999999999998
0,76.87
0,57.18
2,67.82333333333332
20,49.86
213,441.5
414,536.68
410,543.73
222,422.37
254,416.77
278,408.19
260,403.4
284,417.72
267,431.14
296,406.46
336,486.41
358,545.98
518,1118.55
337,499.14
227,409.82
121,335.98
81,319.64
73,388.21
23,67.82333333333332
11,72.06333333333333
28,49.44
203,419.77
443,535.33
401,540.92
256,415.12
252,425.84
247,409.84
225,426.07
281,426.67
244,434.87
252,406.66
297,482.8
418,544.64
482,1096.57
330,595.37
255,431.72
103,339.72
91,324.44
61,417.2
37,72.06333333333333
10,58.60666666666666
25,49.77
233,528.49
482,946.2
486,954.04
231,539.53
275,451.35
296,477.06
274,447.35
307,503.5
283,501.91
330,515.94
330,647.67
453,989.13
532,994.38
333,701.31
192,463.21
116,328.36
98,267.05
78,330.47
23,58.60666666666666
14,44.294
7,47.61
114,449.09
238,576.91
243,661.13
205,499.55
140,427.63
150,423.8
151,474.12
205,490.39
158,457.58
192,461.5
203,535.23
242,580.19
186,557.16
175,511.92
148,466.09
88,431.39
98,420.77
73,448.22
39,44.294
14,66.19333333333334
59,223.87333333333336
162,332.28
149,405.49
68,337.1
77,400.74
57,329.83
48,393.99
71,410.33
58,309.65
61,423.5
148,450.64
111,432.36
94,467.29
114,488.5
77,393.18
58,438.67
64,415.55
44,336.71
25,66.19333333333334
8,66.43333333333334
26,49.73
209,430.8
435,926.68
452,932.04
269,489.4
367,410.12
290,415.39
310,408.88
341,436.23
312,420.36
317,437.21
360,534.53
440,925.67
560,1128.32
348,901.66
225,412.19
102,329.28
84,273.51
63,356.68
20,66.43333333333334
3,64.31333333333333
26,56.03
288,425.36
445,926.32
452,931.61
233,484.62
254,403.88
289,396.39
290,417.74
249,470.12
265,426.98
258,439.72
357,566.21
405,946.68
460,1150.64
334,897.43
222,406.45
116,322.37
83,249.06
57,339.68
34,64.31333333333333
4,62.653333333333336
28,56.71
205,419.85
386,929.41
444,936.48
266,482.29
216,404.27
252,403.43
255,417.72
309,467.97
270,423.18
275,443.79
355,583.94
386,932.64
455,1132.6
339,900.11
168,402.95
100,324.91
89,269.86
56,336.29
37,62.653333333333336
11,89.61
29,55.46
212,425.68
396,923.58
