validations_per_hour,validations_per_hour_predicted
0,87.71
0,70.13
0,65.4
0,58.15
0,73.01
0,66.97
0,57.75
0,71.55
0,65.61
0,56.78
0,73.9
0,67.68
0,59.02
0,65.615
0,63.36
0,57.64
0,75.785
0,68.855
0,59.19
0,74.48
0,65.08
0,54.63
0,73.65
0,67.27
0,58.14
3,58.89
124,84.75
196,222.93
275,212.93
198,221.96
267,223.46
210,222.82
290,226.37
267,226.12
154,222.14
246,221.47
281,209.94
309,159.39
326,337.31
300,320.53
374,194.23
311,221.42
308,217.76
182,119.89
86,88.95
23,96.67
9,58.08
118,248.38
284,297.58
321,381.5
273,352.85
228,311.63
176,254.08
165,256.03
173,343.25
200,303.49
241,302.87
280,383.34
388,398.38
377,991.93
310,448.76
292,302.71
160,253.39
159,246.97
277,251.23
98,96.67
39,90.81
52,67.13
447,485.2
972,886.09
1103,930.0
606,545.15
400,395.01
427,396.48
437,436.45
543,523.14
481,473.63
530,478.46
637,634.05
985,933.7
1233,1102.97
846,889.54
421,428.92
153,250.66
120,254.81
197,253.32
84,90.81
14,95.51
54,70.41
438,476.01
916,888.5
976,905.71
604,554.05
436,401.37
428,408.55
386,436.06
539,528.39
445,469.83
520,480.85
643,677.96
957,926.29
1238,1136.59
938,880.68
415,450.51
176,259.56
166,252.14
199,257.48
96,95.51
27,84.66933333333334
61,69.38
503,483.68
898,909.56
946,939.95
601,553.81
347,393.95
381,379.28
402,432.28
544,526.01
490,512.84
484,519.72
691,666.78
912,953.46
1299,1135.45
988,876.86
429,397.78
199,258.5
160,252.3
183,259.44
110,84.66933333333334
29,93.03333333333332
56,70.735
510,486.96
992,886.22
1111,937.19
616,552.91
437,399.53
371,372.14
408,446.64
583,516.54
528,475.6
581,481.77
719,905.82
1067,1039.84
1172,1136.55
931,891.66
497,396.67
213,258.3
166,257.99
211,258.72
119,93.03333333333332
30,102.40833333333332
39,54.99
348,368.52
704,566.1
830,735.5
616,570.97
496,411.04
398,399.44
500,439.74
597,571.22
496,441.83
525,498.41
610,579.47
660,574.17
497,580.55
493,478.22
507,409.08
300,253.8
241,261.26
394,358.8
159,102.40833333333332
53,94.30333333333333
9,58.48
117,113.45
252,261.51
267,358.27
234,258.95
247,258.59
207,256.89
226,266.33
314,266.3
178,258.39
255,257.6
287,375.02
348,374.28
348,386.7
283,380.25
354,376.37
318,254.88
253,259.15
164,267.16
100,94.30333333333333
29,95.243
51,70.49
506,487.33
989,901.28
952,912.62
591,527.27
465,396.7
422,396.66
431,413.71
539,515.34
468,477.55
499,481.43
667,664.43
969,934.93
1236,1182.57
895,893.76
395,375.38
192,258.07
174,255.68
198,260.83
89,95.243
12,91.573
56,67.56
528,487.04
987,903.28
1005,929.09
600,538.55
395,396.09
406,398.1
424,435.83
537,507.34
495,477.3
493,482.01
658,600.0
890,928.32
1349,1134.54
939,909.03
382,428.11
203,254.01
143,258.73
215,255.77
100,91.573
25,98.205
45,70.3
543,477.81
983,888.88
894,904.79
551,535.66
411,398.88
415,403.2
443,429.25
522,510.76
506,475.69
448,486.18
775,677.28
973,920.54
1309,1180.44
923,899.64
463,452.65
184,263.16
136,257.44
246,258.67
101,98.205
27,87.35400000000001
53,69.89
53,69.89
503,490.88
503,490.88
920,917.37
920,917.37
1026,950.02
1026,950.02
582,535.89
582,535.89
395,393.94
395,393.94
394,370.12
394,370.12
433,426.12
433,426.12
517,511.42
517,511.42
454,507.09
454,507.09
529,508.34
529,508.34
661,666.91
661,666.91
930,1000.03
930,1000.03
1219,1180.76
1219,1180.76
882,892.84
882,892.84
486,383.79
486,383.79
225,257.55
225,257.55
151,256.36
151,256.36
246,259.97
246,259.97
115,87.35400000000001
115,87.35400000000001
30,94.01299999999999
30,94.01299999999999
29,54.72
306,368.6
561,562.75
776,787.59
610,570.93
443,405.1
426,395.35
506,427.8
547,569.0
458,484.49
453,500.84
619,572.35
578,574.76
556,563.91
453,482.13
476,387.07
279,254.5
168,261.6
359,266.61
195,96.35799999999999
45,96.488
6,58.84
133,116.595
188,263.96
232,311.3
214,260.06
222,252.04
292,260.59
284,266.24
314,267.75
260,259.0
265,258.27
336,324.21
206,320.23
190,310.77
154,316.53
244,316.91
183,255.7
180,256.79
194,266.22
99,96.488
